MIM151590	Lichen Sclerosus et Atrophicus	100289462, 1029, 114614, 1490, 1673, 1893, 203074, 2312, 23705, 3002, 3552, 3553, 3557, 3713, 3845, 4255, 4288, 4318, 5111, 5551, 56955, 57534, 595, 6278, 6624, 7057, 7124, 7157, 7180, 84654, 9138, 9770
MIM151600	Leukonychia totalis	5333
MIM151623	Sarcoma family syndrome of Li and Fraumeni	1029, 7157
MIM151660	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2	10269, 3172, 3630, 3643, 3936, 4000, 4023, 5468, 723961, 896
MIM151800	Lipomatosis, Multiple Symmetrical	155, 4566, 4843, 51477
MIM151900	LIPOMATOSIS, MULTIPLE	10186, 1019, 1368, 1634, 253827, 3659, 3952, 4026, 4193, 4221, 4781, 5324, 5728, 5837, 5925, 7157, 8091, 8445, 923
MIM152700	Lupus Erythematosus, Systemic	10, 100, 10007, 10010, 100128062, 100128998, 100130988, 100132285, 100133941, 100188798, 100188803, 100188804, 10019, 100190928, 100196918, 100289462, 100293534, 100322878, 100379200, 100422876, 100507436, 100509457, 100526842, 100528032, 100616444, 10087, 10107, 10125, 10148, 10159, 10197, 10209, 10211, 10219, 10244, 10249, 10255, 1026, 10288, 1029, 103, 10314, 10318, 10320, 10376, 1038, 104, 1041, 10461, 10471, 10475, 10482, 104968398, 1051, 10537, 10541, 10544, 10554, 10563, 10603, 10665, 10666, 10673, 10678, 1071, 10758, 10803, 1082, 10859, 10866, 10877, 10878, 10899, 10919, 10950, 10964, 10969, 10971, 10993, 11006, 11009, 11024, 11027, 11057, 11074, 11118, 11120, 11122, 11151, 11181, 11182, 11184, 11219, 11270, 112744, 11277, 113130, 114086, 114548, 114609, 114836, 115352, 115509, 115584, 115650, 115653, 116511, 117283, 117532, 1191, 1192, 1211, 121260, 121504, 1230, 1233, 1234, 1236, 1238, 123811, 1244, 124454, 124626, 127064, 127069, 127074, 127385, 127617, 128360, 128367, 128371, 129831, 1302, 131096, 133, 133418, 133482, 135644, 135656, 1378, 1380, 1384, 1385, 1387, 1388, 138883, 1390, 1394, 1401, 140596, 140805, 140913, 142, 1420, 1435, 1437, 144125, 144195, 1445, 145624, 146, 1460, 1465, 146713, 1482, 149041, 149233, 1493, 149628, 150221, 151888, 1535, 1543, 1545, 155, 1555, 1557, 1565, 1571, 1586, 1588, 1589, 1590, 1594, 161357, 1616, 1636, 163702, 1647, 1656, 1660, 1666, 1673, 170482, 170679, 170680, 170682, 170954, 1719, 1737, 1740, 1769, 177, 1773, 1776, 1777, 1786, 1788, 1789, 1791, 1797, 1822, 183, 1843, 185, 19, 1902, 1906, 1917, 192343, 192677, 192679, 1943, 1946, 1956, 1959, 1960, 1977, 1978, 1979, 1981, 199, 1991, 1994, 1997, 20, 2002, 200575, 2011, 2023, 203068, 2033, 2048, 2065, 2068, 2086, 2099, 2100, 2113, 2114, 2146, 2147, 2149, 215, 2152, 2153, 2182, 2194, 2204, 2207, 2209, 2212, 2213, 2214, 221496, 2215, 221504, 221527, 221584, 2217, 221895, 2220, 2237, 2244, 2271, 22797, 2280, 22806, 22861, 22914, 22933, 22943, 2296, 23, 2302, 23038, 23064, 23072, 2308, 2309, 23090, 23119, 2313, 23135, 2314, 23152, 23158, 2317, 23187, 2321, 23274, 23294, 2335, 23406, 23411, 23415, 23495, 23524, 2353, 23534, 2354, 23541, 23564, 2357, 23584, 23586, 23768, 2475, 2492, 253018, 2534, 2547, 2550, 2571, 257194, 25780, 25797, 25819, 259197, 259215, 25939, 26039, 26188, 26191, 2621, 26227, 2625, 26284, 2644, 2645, 26479, 2651, 26529, 26531, 26614, 266629, 2669, 26692, 26696, 26707, 26716, 26762, 2678, 268, 2690, 2694, 27040, 27121, 27178, 27189, 27190, 27250, 27303, 27306, 27316, 27352, 2794, 2811, 2821, 282890, 2833, 2837, 28385, 284217, 28457, 28514, 285834, 286016, 286046, 28973, 2908, 29110, 29113, 29119, 29126, 2944, 2950, 2952, 2968, 29760, 29777, 29851, 29933, 29949, 30009, 3002, 3009, 301, 3014, 302, 3034, 3054, 3059, 306, 3065, 3075, 3077, 3078, 30816, 3082, 30827, 30834, 30845, 30846, 309, 3092, 31, 3105, 3106, 3107, 3108, 3109, 3111, 3112, 3113, 3115, 3117, 3118, 3119, 3120, 3122, 3123, 3125, 3126, 3127, 3133, 3134, 3135, 3138, 3139, 3142, 3146, 3150, 3162, 3183, 3184, 3240, 325, 326, 3272, 3301, 3303, 3304, 3305, 3306, 3308, 3320, 3326, 3336, 335, 3350, 3360, 3382, 3383, 3386, 339345, 3394, 339541, 340348, 3428, 3434, 343406, 343413, 3437, 3438, 3439, 3440, 3442, 3447, 3451, 3454, 3456, 3458, 3459, 3460, 346171, 346524, 348, 348120, 3486, 350, 3502, 3507, 352961, 353143, 353144, 354, 3546, 355, 3551, 3552, 3553, 3554, 3557, 3558, 3559, 356, 3560, 3565, 3566, 3567, 3569, 3570, 3576, 3578, 3579, 3586, 3587, 3588, 3592, 3593, 3594, 3596, 3600, 3603, 3605, 3606, 3627, 3630, 3654, 3661, 3663, 3665, 3669, 367, 3673, 3674, 368, 3683, 3684, 3687, 3688, 3690, 3704, 3710, 3716, 3725, 3726, 3727, 373156, 3738, 375616, 377630, 3791, 3802, 3803, 3804, 3805, 3806, 3808, 3809, 3810, 3811, 3812, 3813, 3816, 3818, 3821, 3822, 3824, 3827, 3833, 3845, 387082, 389376, 390036, 3903, 391109, 391110, 391191, 391195, 3915, 391548, 391627, 3918, 3921, 3925, 3930, 3932, 3934, 394263, 3949, 3952, 3958, 3998, 4000, 401250, 401251, 401637, 401992, 401993, 4023, 404714, 4049, 4050, 4058, 4060, 4061, 4063, 4064, 4067, 4068, 406910, 406913, 406934, 406937, 406938, 406940, 406947, 406954, 406964, 406991, 407009, 407029, 407035, 407054, 407975, 407977, 4113, 4124, 414062, 414777, 4153, 4155, 4179, 4204, 4208, 4210, 4240, 4261, 4277, 4282, 4295, 4299, 43, 4303, 4314, 4318, 4320, 4331, 4332, 4340, 4353, 4363, 441631, 441911, 442184, 442186, 442191, 442204, 4439, 445, 4489, 4502, 4508, 4512, 4513, 4524, 4540, 4548, 4552, 4599, 4615, 462, 4627, 4650, 4683, 4684, 4688, 4691, 4695, 472, 4724, 4735, 474354, 4758, 4780, 4783, 4790, 4792, 4795, 4803, 4842, 4843, 4846, 4851, 4855, 49, 4914, 4928, 4938, 493829, 4946, 4948, 497258, 4982, 5027, 5028, 503618, 5054, 5055, 50604, 50615, 50616, 50619, 5063, 50639, 5069, 5079, 50854, 5087, 5089, 50941, 50943, 5111, 51119, 51135, 51162, 51176, 51251, 51284, 51311, 5133, 5140, 51561, 51596, 51621, 51703, 51744, 5175, 5184, 52, 5243, 5252, 5281, 5289, 5290, 5291, 5293, 5294, 5313, 5319, 5320, 5327, 53342, 53347, 534, 5340, 5359, 54106, 5423, 5444, 5446, 54474, 5450, 54510, 54535, 5457, 5458, 5460, 54665, 5468, 548594, 54887, 54899, 549, 55024, 55025, 55128, 5514, 5515, 55222, 5524, 55254, 55294, 55308, 553128, 55340, 55423, 554300, 554313, 5551, 5553, 5554, 5555, 55558, 55599, 55655, 55740, 5577, 5579, 5580, 5588, 55893, 5594, 5604, 5610, 5617, 5618, 56244, 5625, 5657, 56658, 567, 56729, 56832, 5686, 56902, 5694, 56955, 5696, 5698, 56984, 56996, 57007, 57126, 5713, 57176, 5725, 5728, 57292, 5742, 5743, 57460, 5747, 57472, 57498, 57506, 57556, 5764, 57661, 57703, 57705, 5771, 57713, 5777, 57817, 57819, 57823, 57827, 5783, 5788, 5797, 5818, 58484, 58496, 5863, 5867, 5896, 5897, 590, 59067, 5920, 5921, 59269, 59340, 594, 5940, 596, 5966, 5970, 5972, 5973, 5979, 5987, 5989, 6015, 6046, 6048, 60498, 608, 6080, 613, 6139, 619552, 6200, 6222, 6223, 6256, 6257, 627, 6279, 6280, 6285, 629, 6293, 6311, 6317, 633, 6347, 6349, 6352, 6355, 6358, 6361, 6382, 63826, 6387, 639, 63940, 63943, 640, 64006, 6401, 6402, 6403, 64127, 64135, 6414, 64174, 64221, 6426, 64283, 64288, 643, 643036, 6441, 64581, 6462, 646366, 646480, 64689, 64695, 64805, 64850, 6499, 6504, 6512, 65125, 651302, 6515, 6520, 6532, 653590, 653639, 6545, 6583, 6606, 6607, 6614, 6622, 6625, 6626, 6628, 6631, 6632, 6638, 6647, 6648, 6654, 6657, 6667, 6688, 6696, 6709, 6737, 6738, 6741, 6749, 6772, 6773, 6774, 6775, 6776, 6778, 6786, 682, 6839, 6850, 6857, 6890, 6891, 6892, 693214, 6935, 6941, 6957, 6992, 7038, 7040, 7042, 7043, 7046, 7048, 7049, 7056, 7076, 7087, 7097, 7098, 7099, 710, 7100, 712, 7124, 7126, 7128, 713, 7132, 7133, 714, 7145, 7148, 7157, 7158, 716, 7167, 717, 7172, 7173, 718, 7184, 7185, 7186, 7189, 720, 721, 727, 728226, 728369, 728373, 728379, 728393, 728400, 728405, 728419, 728441, 7292, 729230, 7293, 729583, 7297, 7298, 729838, 7299, 7301, 7305, 7332, 7351, 7356, 7391, 7407, 7412, 7421, 7422, 7441, 7515, 7517, 7520, 7528, 7529, 7535, 7726, 7741, 7746, 7771, 780, 780904, 7850, 7852, 79001, 79017, 79136, 7916, 7917, 7918, 7919, 7920, 7922, 7923, 79297, 7932, 7936, 7940, 79581, 796, 79612, 79626, 7984, 79897, 79932, 79966, 79969, 80018, 80215, 80352, 8036, 80380, 80381, 8050, 80725, 80736, 80737, 80739, 80740, 80741, 80742, 80761, 80862, 80863, 80864, 81030, 811, 81328, 814, 81494, 81537, 81539, 81542, 8163, 81696, 8170, 81797, 820, 8205, 8243, 8269, 8294, 831, 834, 8341, 8359, 83593, 836, 8360, 8361, 8362, 8363, 8364, 83648, 8365, 8366, 8367, 8368, 8370, 8398, 841, 84159, 843, 84300, 8431, 84337, 8434, 8436, 8449, 84547, 84549, 84628, 84676, 847, 84868, 8491, 84959, 85318, 8539, 8542, 8553, 8600, 861, 8615, 8626, 8638, 8651, 867, 8678, 8705, 8714, 8717, 8718, 8741, 8742, 8743, 875, 8764, 8767, 8771, 8772, 8784, 8788, 8792, 8794, 8795, 8809, 8831, 8835, 8842, 8850, 8851, 8856, 8859, 8870, 8914, 8930, 8932, 89870, 8988, 9, 9021, 9027, 9071, 9103, 914, 9140, 91584, 9180, 9181, 919, 91937, 920, 92086, 92170, 9219, 9232, 925, 926, 9277, 9278, 9282, 929, 930, 9306, 9308, 931, 933, 9360, 9370, 9374, 939, 940, 941, 942, 94235, 943, 9436, 9447, 947, 9474, 952, 9555, 958, 959, 960, 962, 9622, 963, 9636, 9641, 965, 9656, 969, 9698, 9699, 970, 971, 972, 9734, 974, 9771, 978, 9790, 9825, 9879, 9907, 9910, 9913, 9955, 9987
MIM152780	LUTEINIZING HORMONE, BETA POLYPEPTIDE	3972
MIM152950	Lymphedema, microcephaly and chorioretinopathy syndrome	3832
MIM153100	Milroy's Disease	207, 2277, 2303, 2324, 2624, 2697, 3832, 4914, 57165, 7422, 7424
MIM153200	Lymphedema, Hereditary, II	207, 2303, 2324, 2624, 2697, 57165, 7424
MIM153300	Yellow Nail Syndrome	2303
MIM153400	Lymphedema distichiasis syndrome	2303
MIM153470	Macrocephaly, benign familial	220296
MIM153480	BANNAYAN-RILEY-RUVALCABA SYNDROME	5290, 5291, 5293, 5294, 5728, 657, 7011, 7248
MIM153550	5q- syndrome	10587, 1436, 1437, 154, 171023, 1958, 2149, 2246, 23451, 23671, 2741, 308, 3161, 3342, 3567, 3593, 3659, 3717, 3918, 406937, 406938, 4254, 4695, 475, 5048, 54790, 5917, 6208, 6310, 6678, 7157, 7248, 7531, 79628, 929, 947
MIM153630	Macroglossia	3767
MIM153640	Fechtner syndrome	4627
MIM153650	Epstein syndrome	4620, 4627
MIM153670	BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT	2811
MIM153700	Vitelliform Macular Dystrophy	114902, 148266, 1642, 2248, 23361, 2358, 2737, 2784, 284390, 2875, 3617, 387521, 387522, 416, 50939, 5362, 56242, 5710, 57508, 5837, 5961, 5987, 6010, 6094, 6120, 6239, 6426, 6427, 6430, 6431, 7335, 7356, 7439, 79068, 80781, 80818
MIM153800	Macular Degeneration, Age-Related, 2	24, 6357, 729230
MIM153840	Macular dystrophy, atypical vitelliform	7438
MIM153870	Macular dystrophy, concentric annular	7439
MIM153880	Cystoid macular edema	2651, 2937, 3569, 3663, 4846, 50943, 5362, 5961, 6094, 7422
MIM154020	Hypomagnesemia 2, renal	10686, 149461, 486, 5092, 6559, 6928, 846
MIM154400	Acrofacial dysostosis, Nager type	10262, 171, 51450, 5396, 7539
MIM154500	Mandibulofacial Dysostosis	1401, 1457, 2264, 23160, 2908, 309, 3340, 51082, 51290, 5307, 5860, 6208, 6534, 6559, 6678, 6949, 7001, 7157, 815, 900, 9343, 9533
MIM154600	Marcus Gunn phenomenon	100240738, 55605, 55614
MIM154700	Marfan Syndrome	10438, 1277, 1278, 1280, 1281, 1634, 1636, 183, 185, 1934, 1950, 2006, 2011, 2200, 2201, 2651, 27319, 27352, 285, 4035, 4053, 4054, 4313, 4318, 4524, 4854, 5310, 5468, 5587, 59, 7040, 7042, 7046, 7048, 7076, 7077, 7078, 738, 80198, 947, 960
MIM154750	Marfanoid hypermobility syndrome	2200, 2201, 7046, 7048
MIM154780	Marshall syndrome	1301
MIM154800	Mastocytosis	10344, 115727, 142, 171023, 2294, 23430, 238, 25823, 259, 3042, 3067, 3497, 3559, 3569, 3570, 3578, 3596, 3669, 3678, 3685, 3717, 3815, 3861, 4041, 4286, 4350, 4869, 4914, 5156, 5269, 5290, 5291, 5293, 5294, 54790, 596, 598, 64499, 6750, 6774, 6776, 6777, 6863, 6869, 7170, 7177, 7432, 7442, 81608, 836, 860, 8829, 943, 947
MIM155100	May-Hegglin anomaly	4627
MIM155240	Familial medullary thyroid carcinoma	10151, 10238, 131096, 2002, 220988, 23415, 2353, 2668, 2678, 27349, 2744, 4489, 4914, 5595, 5618, 5979, 6259, 6566, 6774, 796, 79648
MIM155255	Medulloblastoma	100126325, 10014, 100302736, 100527943, 100532731, 101060233, 10128, 101930123, 1021, 10215, 10263, 1027, 102724023, 1029, 1030, 1031, 1032, 10381, 10389, 10395, 10472, 10519, 10534, 10653, 10656, 10671, 10763, 10855, 10923, 10935, 10985, 10988, 11102, 11162, 11168, 11181, 11184, 11186, 11325, 114801, 114826, 123811, 124641, 1278, 1297, 1298, 1299, 1311, 1382, 1387, 139628, 1437, 147040, 1499, 1508, 1523, 153090, 1605, 1612, 1641, 1654, 168400, 1755, 1785, 1786, 1815, 1856, 1869, 1936, 1947, 1956, 196, 1994, 200845, 2020, 203074, 2042, 2048, 2057, 2064, 2066, 207, 2099, 2100, 2146, 2158, 2165, 2167, 2185, 219699, 2201, 2247, 2251, 2272, 2290, 22924, 22943, 23030, 2305, 23081, 23095, 2313, 23152, 23158, 23405, 23411, 23476, 23532, 23705, 238, 2475, 2487, 2520, 2526, 253260, 2535, 253738, 2558, 25925, 25992, 26354, 2651, 2652, 2670, 2672, 2697, 27036, 27122, 27133, 2719, 27250, 27306, 2735, 2737, 2778, 2796, 2804, 283219, 2837, 2885, 28956, 29, 29103, 2914, 2925, 2932, 2934, 2936, 2944, 2946, 2952, 2956, 29904, 3059, 3065, 3082, 3090, 3091, 3159, 3162, 3172, 3202, 324, 3280, 332, 3342, 3371, 3429, 3456, 3458, 347745, 3479, 3480, 3481, 3485, 3486, 353376, 355, 356, 3560, 3565, 3569, 3572, 3596, 3630, 3642, 3659, 3660, 3667, 3673, 3680, 3688, 3736, 3745, 3791, 3815, 389421, 3918, 3925, 3927, 3945, 3976, 3977, 3981, 404663, 406882, 406887, 406907, 406915, 406952, 406958, 406959, 406978, 406991, 407030, 407033, 407040, 407975, 4084, 4088, 4133, 4149, 4171, 4172, 4173, 4176, 4193, 4205, 4233, 4255, 429, 43, 4313, 4318, 4324, 4335, 4350, 4352, 4363, 4440, 445, 4601, 4609, 4610, 4613, 4683, 474, 4760, 4761, 4762, 4763, 4790, 4792, 4803, 4804, 4826, 4827, 4851, 4853, 4877, 4883, 4907, 4908, 4914, 4916, 4920, 494332, 4978, 5013, 5015, 5048, 5074, 5077, 5079, 5080, 51014, 51343, 51465, 5155, 5156, 5159, 51639, 51684, 5243, 5290, 5291, 5293, 5294, 5328, 5339, 5347, 5395, 5424, 54498, 54567, 5457, 5468, 5469, 54984, 54997, 55022, 55308, 5551, 55511, 55536, 55655, 5594, 5595, 5598, 5599, 56034, 5604, 5605, 5607, 5609, 5624, 56259, 56751, 56884, 56955, 56994, 56998, 57045, 5715, 5726, 5727, 5728, 5730, 574038, 574459, 57695, 58487, 586, 5879, 5888, 5925, 5948, 595, 596, 5970, 5972, 5978, 5979, 5989, 6035, 60436, 60529, 6091, 6095, 613, 6156, 6224, 627, 6271, 6273, 6275, 6277, 6280, 6281, 6285, 6334, 6347, 6382, 6422, 6423, 64399, 6447, 64689, 6469, 648, 650, 6502, 65108, 65125, 65266, 6528, 6559, 6586, 6597, 6598, 6608, 6615, 6620, 6622, 6654, 6657, 6658, 6659, 6662, 6664, 6678, 6692, 673, 675, 6750, 6752, 6774, 6790, 6855, 6857, 7015, 7037, 7042, 7057, 7078, 7112, 7124, 7133, 7143, 7157, 7161, 7170, 7180, 7193, 723961, 7248, 7249, 7276, 728458, 7403, 7409, 7422, 7430, 7431, 7432, 7465, 7471, 7474, 7490, 7545, 7546, 7703, 7799, 7832, 7852, 793, 79697, 79811, 79813, 7994, 79947, 79971, 801, 8030, 80310, 8034, 805, 80781, 808, 8085, 8131, 8170, 8209, 8312, 8313, 8321, 8328, 83463, 83478, 83605, 83746, 8379, 83879, 841, 84148, 842, 84456, 8449, 84654, 84864, 8493, 8536, 8570, 8643, 8655, 8660, 8731, 8743, 8797, 8828, 8842, 8850, 891, 8930, 894, 8945, 898, 9002, 9048, 912, 9148, 91653, 9203, 92335, 92737, 9353, 9421, 9423, 9501, 9734, 9788, 983, 9879, 9928, 993, 9940, 999
MIM155310	Megaduodenum and/or Megacystis	1131, 72
MIM155350	Macroencephaly	10000, 207, 51256, 5290, 5291, 5293, 5294, 5728, 7249
MIM155500	Megalodactyly	10641, 1267, 207, 4880, 4882, 5290
MIM155600	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 1	1243, 4157, 474388, 5728, 6794
MIM155601	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2	1029
MIM155720	Uveal melanoma	10016, 100526739, 1017, 1019, 1021, 1027, 10278, 1029, 1030, 10354, 10413, 10519, 10569, 10573, 10602, 10663, 10752, 10923, 10992, 11126, 11156, 11178, 11186, 112476, 1236, 1277, 1437, 148, 151, 154043, 158158, 1663, 170592, 170593, 1822, 1909, 1910, 1950, 1956, 1964, 2048, 207, 214, 2146, 2152, 2170, 2177, 2247, 2258, 2260, 22882, 2315, 23158, 23451, 2651, 266740, 2669, 27087, 2767, 2776, 2796, 29072, 29107, 29126, 3082, 3091, 3105, 3107, 3126, 3133, 3135, 3146, 324, 3315, 3316, 3320, 3342, 3383, 3439, 3447, 3458, 3479, 3491, 353, 3558, 3576, 3620, 3630, 3714, 378708, 3802, 3803, 3805, 3811, 3815, 3824, 388015, 4015, 406928, 406958, 4101, 4157, 4162, 4193, 4218, 4233, 4255, 4261, 4286, 4350, 442189, 442459, 4544, 467, 4683, 4763, 4830, 4851, 4893, 4951, 5054, 50807, 50818, 50943, 51066, 5111, 51152, 5176, 5243, 5290, 5291, 5293, 5294, 55249, 55279, 55655, 5594, 5595, 55959, 5609, 5624, 57007, 57105, 572, 5728, 57730, 5888, 5894, 5915, 596, 6045, 6098, 6273, 6367, 6386, 6387, 64065, 654231, 655, 6635, 6696, 672, 673, 675, 6754, 680, 7015, 7040, 7057, 7078, 7124, 7157, 7167, 723961, 7248, 7299, 7306, 7422, 7431, 7852, 79811, 80347, 8314, 836, 8731, 8743, 894, 8988, 8989, 9170, 9223, 9332, 9388, 941, 9519, 968
MIM155755	Melanoma astrocytoma syndrome	1029
MIM155900	Melkersson-Rosenthal Syndrome	8011
MIM155950	MELORHEOSTOSIS, ISOLATED	23592
MIM156000	Meniere Disease	10008, 118, 119, 120, 142, 1493, 1690, 1837, 2214, 26191, 3054, 3119, 3123, 3303, 358, 359, 360, 361, 3753, 551, 84908
MIM156200	Mental Retardation, Autosomal Dominant 1	55777
MIM156232	Kantaputra Gorlin syndrome	10305, 238, 4192
MIM156240	Mesothelioma, Malignant	10, 1001, 100130958, 100302736, 100616102, 100862685, 100862688, 1017, 1019, 10232, 1026, 1027, 1029, 1030, 1033, 10371, 10383, 10413, 10519, 10534, 10573, 10628, 10671, 10855, 10923, 10935, 11009, 11168, 11186, 1244, 1302, 133482, 1385, 142, 1435, 1437, 1440, 147040, 1490, 1499, 1523, 1543, 1588, 1612, 1633, 1803, 182, 1917, 1950, 1956, 1969, 2048, 2052, 2056, 2057, 2067, 2068, 2099, 2100, 214, 2152, 221935, 2247, 2272, 22949, 2305, 2321, 2348, 2352, 23532, 23741, 23774, 2475, 257144, 26298, 26524, 27036, 27122, 2719, 2720, 2735, 2736, 2833, 29107, 2944, 2950, 2952, 29801, 3059, 3082, 31, 3135, 3146, 324, 3371, 3383, 338340, 3429, 3438, 3439, 3440, 3447, 3451, 3458, 3479, 3481, 3486, 353376, 3553, 3558, 3560, 3569, 3598, 3606, 373156, 3791, 387509, 4052, 4053, 4054, 406913, 406988, 407035, 4077, 4087, 4162, 4179, 4192, 4193, 4194, 4233, 4313, 4318, 4322, 4323, 4363, 4437, 445, 4513, 4582, 467, 4760, 4771, 4804, 4846, 4853, 4922, 5054, 51014, 51083, 51343, 5154, 5155, 51684, 5228, 5243, 5265, 5290, 5291, 5293, 5294, 5347, 5361, 54498, 55193, 55249, 5595, 5598, 5624, 56253, 5664, 56920, 56955, 56996, 5715, 5727, 5728, 5743, 57626, 5924, 595, 596, 5972, 598, 5980, 6045, 6240, 6382, 6387, 650, 6513, 6608, 6654, 6696, 6714, 6739, 6774, 693210, 6935, 7056, 7077, 7124, 7133, 7145, 7148, 7157, 7248, 7295, 7296, 7412, 7422, 7424, 7490, 7515, 7520, 7852, 7869, 79187, 794, 79612, 79811, 80310, 80381, 8081, 81539, 8314, 834, 83856, 847, 8487, 8570, 8731, 8743, 8828, 8829, 8837, 8877, 8915, 894, 9020, 9169, 9223, 924, 9351, 93621, 94025, 9448, 9582, 959, 963, 978, 9790, 9839, 999
MIM156250	Metachondromatosis	2131, 3549, 5781
MIM156400	Jansen type metaphyseal chondrodysplasia	138428, 5741, 5744, 5745
MIM156500	Metaphyseal chondrodysplasia Schmid type	1300
MIM156510	Metaphyseal Dysplasia with Maxillary Hypoplasia and Brachydactyly	860
MIM156530	Metatropic dwarfism	59341
MIM156550	Kniest dysplasia	1280, 146, 6822, 7535
MIM156580	Microcephaly autosomal dominant	3832
MIM156600	Microcoria, congenital	3913, 3915, 8104, 84823
MIM156850	Microphthalmia, Isolated, with Cataract 1	8130
MIM157170	Holoprosencephaly 2	6496
MIM157300	Migraine Disorders	100188790, 100188851, 10100, 10267, 10327, 10404, 10438, 10763, 10855, 11083, 112476, 11277, 114327, 116, 117, 1211, 121278, 125, 1268, 129831, 1312, 131450, 1316, 135, 1453, 146, 1493, 1524, 154, 1544, 1565, 1576, 1588, 1621, 162514, 1636, 1644, 1812, 1813, 1814, 1815, 1816, 183, 1844, 185, 189, 1906, 1909, 1910, 192115, 1934, 2098, 2099, 2100, 2147, 2153, 2155, 23078, 2332, 23621, 2477, 2492, 255239, 2556, 26188, 2638, 2643, 2651, 2669, 27242, 27319, 2778, 2784, 2837, 288, 2890, 2891, 2892, 2893, 2944, 2946, 2950, 2952, 3000, 3060, 3061, 3062, 3077, 3123, 3176, 317773, 3350, 3351, 3352, 3354, 3355, 3356, 3357, 3358, 3359, 3360, 3361, 3362, 3363, 337892, 338567, 342977, 348, 3552, 3553, 3557, 3569, 3578, 361, 3643, 367, 3690, 3782, 387576, 3949, 4035, 4049, 4128, 4129, 4209, 4224, 4314, 441933, 4513, 4522, 4524, 4548, 4550, 4552, 4567, 477, 4837, 4842, 4843, 4846, 4854, 4855, 4923, 4988, 51053, 51083, 51237, 51380, 5241, 5444, 55879, 5621, 5743, 5788, 59272, 5972, 6005, 6036, 60495, 627, 6283, 6323, 63976, 6470, 6507, 6531, 6532, 6683, 6804, 6999, 7040, 7045, 7048, 7054, 7124, 7166, 718, 729230, 7298, 7306, 7422, 7432, 7433, 7434, 7442, 7450, 773, 775, 79054, 796, 79783, 81857, 8204, 8624, 9196, 92140, 93107, 9457, 9481, 9519, 9843
MIM157600	MIRROR MOVEMENTS 1	1630
MIM157640	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1	291, 5428
MIM157700	Mitral Valve Prolapse	1281, 1621, 1636, 183, 185, 1889, 189, 2200, 4312, 4314, 50951, 5328, 5340, 59272, 5972, 652, 6530, 7253, 9961
MIM157900	Mobius Syndrome	10381, 10409, 2253, 23129, 3198, 3211, 668, 7880, 8403
MIM158000	Monilethrix	144501, 147409, 3868, 3887, 3889, 3892
MIM158170	Chromosome 9p Deletion Syndrome	158326
MIM158250	NONDISJUNCTION	3105, 3106, 3492, 3815, 388007, 388372, 3918, 4292, 4524, 50511, 5079, 5154, 5728, 6351, 6473, 6598, 80218, 8243, 9560
MIM158280	Motion Sickness	150
MIM158300	Hecht syndrome	4626
MIM158310	Urban Schosser Spohn syndrome	3115, 5354, 54751, 57120, 960
MIM158320	Muir-Torre Syndrome	2272, 2956, 3845, 4292, 4360, 4436, 4595, 6443, 673
MIM158330	Mullerian Aplasia and Hyperandrogenism	54361
MIM158350	Hamartoma Syndrome, Multiple	100144748, 100329167, 101243544, 10628, 10993, 1444, 1757, 1950, 201163, 207, 2185, 2263, 2475, 2548, 267004, 2693, 2744, 3458, 351, 3516, 3630, 406979, 406991, 4585, 467, 4849, 50947, 52, 5290, 5291, 5293, 5294, 5443, 5599, 5728, 6390, 6392, 657, 672, 675, 6776, 6777, 6794, 7011, 7052, 7145, 7157, 723961, 7248, 7936, 8086, 8437, 857, 9699
MIM158580	Neuropathy, Distal Hereditary Motor, Type VIIA	50952, 60482
MIM158590	Neuropathy, Distal Hereditary Motor, Type IIA	26353
MIM158600	Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant	1778, 3925, 6606, 6607, 6638
MIM158810	Bethlem myopathy	1291, 1292, 1293, 1756, 203859, 256076, 450095, 6445, 7450, 825
MIM158900	Facioscapulohumeral muscular dystrophy 1a	2483, 2489, 9215
MIM158901	Facioscapulohumeral Muscular Dystrophy 1B	23347, 2490
MIM159000	Muscular dystrophy, limb-girdle, type 1A	9499
MIM159001	Limb-girdle muscular dystrophy, type 1B	10269, 2010, 4000
MIM159420	Mydriasis, Congenital	59
MIM159580	Paraparesis, Tropical Spastic	100132285, 115653, 129831, 1437, 176, 282617, 3050, 30816, 3105, 3106, 3107, 3119, 3123, 3133, 3178, 336, 3558, 3559, 3560, 3561, 3569, 3570, 3586, 3600, 3662, 3669, 3802, 3803, 3804, 3805, 3806, 3808, 3809, 3810, 3811, 3812, 3813, 3821, 3918, 4318, 4790, 5079, 50943, 55729, 567, 57292, 5744, 6280, 64006, 6513, 6900, 6935, 7040, 7057, 7421, 8163, 871, 939
MIM159595	Myeloproliferative Syndrome, Transient	10019, 10664, 2146, 2623, 284058, 3674, 3718, 4352, 55278, 7040, 7490, 8205
MIM159700	Hunt's syndrome	9570
